Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,VGS(th),RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,VGS(th) min,VGS(th) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max,QG (typ @10V) max
IPB65R045C7,https://www.infineon.com/part/IPB65R045C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB65R045C7ATMA2,PG-TO263-3,D2PAK,Industrial,650 V,46 A,CoolMOS™ C7,3.5 V,45 mΩ,93 nC,4.22 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb65r045c7-ds-en.pdf,3 V,4 V,,,,
IPA60R160P6,https://www.infineon.com/part/IPA60R160P6,https://www.infineon.com/package/PG-TO220-3-111,active,IPA60R160P6XKSA1,PG-TO220-3,TO220 FullPAK ,Industrial,600 V,10.4 A,CoolMOS™ P6,4 V,160 mΩ,44 nC,1.06 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipx60r160p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPW60R041P6,https://www.infineon.com/part/IPW60R041P6,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R041P6FKSA1,PG-TO247-3,TO247,Industrial,600 V,77.5 A,CoolMOS™ P6,4 V,41 mΩ,170 nC,4.43 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r041p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPW60R125P6,https://www.infineon.com/part/IPW60R125P6,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R125P6XKSA1,PG-TO247-3,TO247,Industrial,600 V,30 A,CoolMOS™ P6,4 V,125 mΩ,56 nC,1.76 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r125p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPL60R210P6,https://www.infineon.com/part/IPL60R210P6,https://www.infineon.com/package/PG-VSON-4-1,active,IPL60R210P6AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,19.2 A,CoolMOS™ P6,4 V,210 mΩ,37 nC,1 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r210p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPL60R180P6,https://www.infineon.com/part/IPL60R180P6,https://www.infineon.com/package/PG-VSON-4-1,active,IPL60R180P6AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,22.4 A,CoolMOS™ P6,4 V,180 mΩ,44 nC,1.2 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r180p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPZ60R099C7,https://www.infineon.com/part/IPZ60R099C7,https://www.infineon.com/package/PG-TO247-4-1,active,IPZ60R099C7XKSA1,PG-TO247-4,TO247 4-pin,Industrial,600 V,22 A,CoolMOS™ C7,3.5 V,99 mΩ,42 nC,2.37 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipz60r099c7-ds-en.pdf,3 V,4 V,,,,
IPZ60R040C7,https://www.infineon.com/part/IPZ60R040C7,https://www.infineon.com/package/PG-TO247-4-1,active,IPZ60R040C7XKSA1,PG-TO247-4,TO247 4-pin,Industrial,600 V,50 A,CoolMOS™ C7,3.5 V,40 mΩ,107 nC,5.18 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipz60r040c7-ds-en.pdf,3 V,4 V,,,,
IPW60R099C7,https://www.infineon.com/part/IPW60R099C7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R099C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,22 A,CoolMOS™ C7,3.5 V,99 mΩ,42 nC,2.08 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r099c7-ds-en.pdf,3 V,4 V,,,,
IPW60R040C7,https://www.infineon.com/part/IPW60R040C7,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R040C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,50 A,CoolMOS™ C7,3.5 V,40 mΩ,107 nC,4.85 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r040c7-ds-en.pdf,3 V,4 V,,,,
IPP60R180C7,https://www.infineon.com/part/IPP60R180C7,https://www.infineon.com/package/PG-TO220-3-1,active,IPP60R180C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,13 A,CoolMOS™ C7,3.5 V,180 mΩ,24 nC,0.95 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r180c7-ds-en.pdf,3 V,4 V,,,,
IPP60R040C7,https://www.infineon.com/part/IPP60R040C7,https://www.infineon.com/package/PG-TO220-3-1,active,IPP60R040C7XKSA1,PG-TO220-3,TO220,Industrial,600 V,50 A,CoolMOS™ C7,3.5 V,40 mΩ,107 nC,4.52 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r040c7-ds-en.pdf,3 V,4 V,,,,
IPB60R160P6,https://www.infineon.com/part/IPB60R160P6,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R160P6ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,23.8 A,CoolMOS™ P6,4 V,160 mΩ,44 nC,1.2 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r160p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPZ60R099P6,https://www.infineon.com/part/IPZ60R099P6,https://www.infineon.com/package/PG-TO247-4-1,active,IPZ60R099P6FKSA1,PG-TO247-4,TO247 4-pin,Industrial,600 V,37.9 A,CoolMOS™ P6,4 V,99 mΩ,70 nC,2.56 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipz60r099p6-ds-en.pdf,3.5 V,4.5 V,,,,
IPA60R180C7,https://www.infineon.com/part/IPA60R180C7,https://www.infineon.com/package/PG-TO220-3-111,active,IPA60R180C7XKSA1,PG-TO220-3,TO220 FullPAK ,Industrial,600 V,9 A,CoolMOS™ C7,3.5 V,180 mΩ,24 nC,0.92 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r180c7-datasheet-en.pdf,3 V,4 V,,,,
IPD60R180C7,https://www.infineon.com/part/IPD60R180C7,https://www.infineon.com/package/PG-TO252-3-313,active,IPD60R180C7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,13 A,CoolMOS™ C7,3.5 V,180 mΩ,24 nC,0.88 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r180c7-datasheet-en.pdf,3 V,4 V,,,,
IPW60R120C7,https://www.infineon.com/part/IPW60R120C7,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R120C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,19 A,CoolMOS™ C7,3.5 V,120 mΩ,34 nC,1.75 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r120c7-ds-en.pdf,3 V,4 V,,,,
IPW60R060C7,https://www.infineon.com/part/IPW60R060C7,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R060C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,35 A,CoolMOS™ C7,3.5 V,60 mΩ,68 nC,2.86 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r060c7-ds-en.pdf,3 V,4 V,,,,
IPL60R185C7,https://www.infineon.com/part/IPL60R185C7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL60R185C7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,13 A,CoolMOS™ C7,3.5 V,185 mΩ,24 nC,1.02 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r185c7-ds-en.pdf,3 V,4 V,,,,
IPZ60R017C7,https://www.infineon.com/part/IPZ60R017C7,https://www.infineon.com/package/PG-TO247-4-1,active,IPZ60R017C7XKSA1,PG-TO247-4,TO247 4-pin,Industrial,600 V,109 A,CoolMOS™ C7,3.5 V,17 mΩ,240 nC,10.01 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipz60r017c7-ds-en.pdf,3 V,4 V,,,,
IPW60R017C7,https://www.infineon.com/part/IPW60R017C7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R017C7XKSA1,PG-TO247-3,TO247,Industrial,600 V,109 A,CoolMOS™ C7,3.5 V,17 mΩ,240 nC,9.63 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r017c7-ds-en.pdf,3 V,4 V,,,,
IPN50R1K4CE,https://www.infineon.com/part/IPN50R1K4CE,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN50R1K4CEATMA1,PG-SOT223-3,SOT-223-3,Standard,500 V,3.1 A,CoolMOS™ CE,3 V,1400 mΩ,8.2 nC,0.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn50r1k4ce-ds-en.pdf,2.5 V,3.5 V,,,,
IPN50R2K0CE,https://www.infineon.com/part/IPN50R2K0CE,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN50R2K0CEATMA1,PG-SOT223-3,SOT-223-3,Standard,500 V,2.4 A,CoolMOS™ CE,3 V,2000 mΩ,6 nC,0.11 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn50r2k0ce-ds-en.pdf,2.5 V,3.5 V,,,,
IPP80R1K4P7,https://www.infineon.com/part/IPP80R1K4P7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP80R1K4P7XKSA1,PG-TO220-3,TO220,Industrial,800 V,4 A,CoolMOS™ P7,3 V,1400 mΩ,10 nC,0.42 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp80r1k4p7-ds-en.pdf,2.5 V,3.5 V,,,,
IPB60R040C7,https://www.infineon.com/part/IPB60R040C7,https://www.infineon.com/package/PG-TO263-3-1,active,IPB60R040C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,50 A,CoolMOS™ C7,3.5 V,40 mΩ,107 nC,4.52 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r040c7-ds-en.pdf,3 V,4 V,,,,
IPB60R099C7,https://www.infineon.com/part/IPB60R099C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R099C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,22 A,CoolMOS™ C7,3.5 V,99 mΩ,42 nC,1.9 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r099c7-ds-en.pdf,3 V,4 V,,,,
IPB60R180C7,https://www.infineon.com/part/IPB60R180C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R180C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,13 A,CoolMOS™ C7,3.5 V,180 mΩ,24 nC,0.92 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r180c7-ds-en.pdf,3 V,4 V,,,,
IPB60R060C7,https://www.infineon.com/part/IPB60R060C7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R060C7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,35 A,CoolMOS™ C7,3.5 V,60 mΩ,68 nC,2.77 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r060c7-ds-en.pdf,3 V,4 V,,,,
IPT60R050G7,https://www.infineon.com/part/IPT60R050G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R050G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,44 A,CoolMOS™ G7,3.5 V,50 mΩ,68 nC,3.84 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r050g7-datasheet-en.pdf,3 V,4 V,,,,
IPT60R028G7,https://www.infineon.com/part/IPT60R028G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R028G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,75 A,CoolMOS™ G7,3.5 V,28 mΩ,123 nC,6.78 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r028g7-datasheet-en.pdf,3 V,4 V,,,,
IPT60R102G7,https://www.infineon.com/part/IPT60R102G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R102G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,23 A,CoolMOS™ G7,3.5 V,102 mΩ,34 nC,1.93 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r102g7-datasheet-en.pdf,3 V,4 V,,,,
IPT60R080G7,https://www.infineon.com/part/IPT60R080G7,https://www.infineon.com/package/PG-HSOF-8-2,active,IPT60R080G7XTMA1,PG-HSOF-8,TOLL,Industrial,600 V,29 A,CoolMOS™ G7,3.5 V,80 mΩ,42 nC,2.48 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipt60r080g7-datasheet-en.pdf,3 V,4 V,,,,
IPW60R037P7,https://www.infineon.com/part/IPW60R037P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R037P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,76 A,CoolMOS™ P7,3.5 V,37 mΩ,121 nC,3.8 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r037p7-ds-en.pdf,3 V,4 V,,,,
IPP60R180P7,https://www.infineon.com/part/IPP60R180P7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP60R180P7XKSA1,PG-TO220-3,TO220,Industrial,600 V,18 A,CoolMOS™ P7,3.5 V,180 mΩ,25 nC,0.79 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r180p7-ds-en.pdf,3 V,4 V,,,,
IPA60R180P7,https://www.infineon.com/part/IPA60R180P7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA60R180P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,18 A,CoolMOS™ P7,3.5 V,180 mΩ,25 nC,0.79 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r180p7-datasheet-en.pdf,3 V,4 V,,,,
IPD60R600P7,https://www.infineon.com/part/IPD60R600P7,https://www.infineon.com/package/PG-TO252-3-342,active,IPD60R600P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,6 A,CoolMOS™ P7,3.5 V,600 mΩ,9 nC,0.33 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r600p7-datasheet-en.pdf,3 V,4 V,,,,
IPD60R180P7,https://www.infineon.com/part/IPD60R180P7,https://www.infineon.com/package/PG-TO252-3-342,active,IPD60R180P7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,18 A,CoolMOS™ P7,3.5 V,180 mΩ,25 nC,0.69 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r180p7-datasheet-en.pdf,3 V,4 V,,,,
IPW60R120P7,https://www.infineon.com/part/IPW60R120P7,https://www.infineon.com/package/PG-TO247-3-44,active,IPW60R120P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,29 A,CoolMOS™ P7,3.5 V,120 mΩ,36 nC,1.49 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r120p7-ds-en.pdf,3 V,4 V,,,,
IPW60R060P7,https://www.infineon.com/part/IPW60R060P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R060P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,48 A,CoolMOS™ P7,3.5 V,60 mΩ,67 nC,2.34 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r060p7-ds-en.pdf,3 V,4 V,,,,
IPW60R080P7,https://www.infineon.com/part/IPW60R080P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R080P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,40 A,CoolMOS™ P7,3.5 V,80 mΩ,51 nC,1.98 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r080p7-ds-en.pdf,3 V,4 V,,,,
IPW60R099P7,https://www.infineon.com/part/IPW60R099P7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R099P7XKSA1,PG-TO247-3,TO247,Industrial,600 V,34 A,CoolMOS™ P7,3.5 V,99 mΩ,"45 nC, 45 nC",1.72 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r099p7-ds-en.pdf,3 V,4 V,,,,
IPD80R2K0P7,https://www.infineon.com/part/IPD80R2K0P7,https://www.infineon.com/package/PG-TO252-3-342,active,IPD80R2K0P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,3 A,CoolMOS™ P7,3 V,2000 mΩ,9 nC,0.28 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r2k0p7-datasheet-en.pdf,2.5 V,3.5 V,,,,
IPU80R2K0P7,https://www.infineon.com/part/IPU80R2K0P7,https://www.infineon.com/package/PG-TO251-3-341,active,IPU80R2K0P7AKMA1,PG-TO251-3,IPAK,Industrial,800 V,3 A,CoolMOS™ P7,3 V,2000 mΩ,9 nC,0.28 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipu80r2k0p7-datasheet-en.pdf,2.5 V,3.5 V,,,,
IPA60R600P7,https://www.infineon.com/part/IPA60R600P7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA60R600P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,6 A,CoolMOS™ P7,3.5 V,600 mΩ,9 nC,0.44 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r600p7-datasheet-en.pdf,3 V,4 V,,,,
IPA80R750P7,https://www.infineon.com/part/IPA80R750P7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA80R750P7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,800 V,7 A,CoolMOS™ P7,3 V,750 mΩ,17 nC,0.53 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa80r750p7-datasheet-en.pdf,2.5 V,3.5 V,,,,
IPD80R750P7,https://www.infineon.com/part/IPD80R750P7,https://www.infineon.com/package/PG-TO252-3-341,active,IPD80R750P7ATMA1,PG-TO252-3,DPAK,Industrial,800 V,7 A,CoolMOS™ P7,3 V,750 mΩ,17 nC,0.47 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd80r750p7-datasheet-en.pdf,2.5 V,3.5 V,,,,
IPA60R180P7S,https://www.infineon.com/part/IPA60R180P7S,https://www.infineon.com/package/PG-TO220-3-312,active,IPA60R180P7SXKSA1,PG-TO220-3,TO220 FullPAK,Standard,600 V,18 A,CoolMOS™ P7,3.5 V,180 mΩ,25 nC,0.54 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r180p7s-datasheet-en.pdf,3 V,4 V,,,,
IPD60R180P7S,https://www.infineon.com/part/IPD60R180P7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R180P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,18 A,CoolMOS™ P7,3.5 V,180 mΩ,25 nC,0.45 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r180p7s-datasheet-en.pdf,3 V,4 V,,,,
IPD60R600P7S,https://www.infineon.com/part/IPD60R600P7S,https://www.infineon.com/package/PG-TO252-3-344,active,IPD60R600P7SAUMA1,PG-TO252-3,DPAK,Standard,600 V,6 A,CoolMOS™ P7,3.5 V,600 mΩ,9 nC,0.2 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r600p7s-datasheet-en.pdf,3 V,4 V,,,,
IPA60R280CFD7,https://www.infineon.com/part/IPA60R280CFD7,https://www.infineon.com/package/PG-TO220-3-317,active,IPA60R280CFD7XKSA1,PG-TO220-3,TO220 FullPAK,Industrial,600 V,6 A,CoolMOS™ CFD7,4 V,280 mΩ,18 nC,0.81 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipa60r280cfd7-datasheet-en.pdf,3.5 V,4.5 V,,,,
IPD60R170CFD7,https://www.infineon.com/part/IPD60R170CFD7,https://www.infineon.com/package/PG-TO252-3-341,active,IPD60R170CFD7ATMA1,PG-TO252-3,DPAK,Industrial,600 V,14 A,CoolMOS™ CFD7,4 V,170 mΩ,28 nC,0.91 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipd60r170cfd7-datasheet-en.pdf,3.5 V,4.5 V,,,,
IPL60R185CFD7,https://www.infineon.com/part/IPL60R185CFD7,https://www.infineon.com/package/PG-VSON-4-1,active,IPL60R185CFD7AUMA1,PG-VSON-4,Thin-PAK 8x8,Industrial,600 V,14 A,CoolMOS™ CFD7,4 V,185 mΩ,28 nC,1.03 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipl60r185cfd7-ds-en.pdf,3.5 V,4.5 V,,,,
IPP60R170CFD7,https://www.infineon.com/part/IPP60R170CFD7,https://www.infineon.com/package/PG-TO220-3-123,active,IPP60R170CFD7XKSA1,PG-TO220-3,TO220,Industrial,600 V,14 A,CoolMOS™ CFD7,4 V,170 mΩ,28 nC,1.03 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipp60r170cfd7-ds-en.pdf,3.5 V,4.5 V,,,,
IPW60R031CFD7,https://www.infineon.com/part/IPW60R031CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R031CFD7XKSA1,PG-TO247-3,TO247,Industrial,600 V,63 A,CoolMOS™ CFD7,4 V,31 mΩ,141 nC,4.69 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r031cfd7-ds-en.pdf,3.5 V,4.5 V,,,,
IPW60R070CFD7,https://www.infineon.com/part/IPW60R070CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R070CFD7XKSA1,PG-TO247-3,TO247,Industrial,600 V,31 A,CoolMOS™ CFD7,4 V,70 mΩ,67 nC,2.48 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r070cfd7-ds-en.pdf,3.5 V,4.5 V,,,,
IPB60R045P7,https://www.infineon.com/part/IPB60R045P7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R045P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,61 A,CoolMOS™ P7,3.5 V,45 mΩ,90 nC,2.83 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r045p7-ds-en.pdf,3 V,4 V,,,,
IPB60R060P7,https://www.infineon.com/part/IPB60R060P7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R060P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,48 A,CoolMOS™ P7,3.5 V,60 mΩ,67 nC,2.12 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r060p7-ds-en.pdf,3 V,4 V,,,,
IPB60R080P7,https://www.infineon.com/part/IPB60R080P7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R080P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,37 A,CoolMOS™ P7,3.5 V,80 mΩ,51 nC,1.68 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r080p7-ds-en.pdf,3 V,4 V,,,,
IPB60R099P7,https://www.infineon.com/part/IPB60R099P7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R099P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,31 A,CoolMOS™ P7,3.5 V,99 mΩ,45 nC,1.42 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r099p7-ds-en.pdf,3 V,4 V,,,,
IPB60R180P7,https://www.infineon.com/part/IPB60R180P7,https://www.infineon.com/package/PG-TO263-3-2,active,IPB60R180P7ATMA1,PG-TO263-3,D2PAK,Industrial,600 V,18 A,CoolMOS™ P7,3.5 V,180 mΩ,25 nC,0.79 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipb60r180p7-ds-en.pdf,3 V,4 V,,,,
IPN70R450P7S,https://www.infineon.com/part/IPN70R450P7S,https://www.infineon.com/package/PG-SOT223-3-1,active,IPN70R450P7SATMA1,PG-SOT223-3,SOT-223-3,Standard,700 V,10 A,CoolMOS™ P7,3 V,450 mΩ,13.1 nC,0.26 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipn70r450p7s-ds-en.pdf,2.5 V,3.5 V,,,,
IPZA60R037P7,https://www.infineon.com/part/IPZA60R037P7,https://www.infineon.com/package/PG-TO247-4-3,active,IPZA60R037P7XKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,600 V,76 A,CoolMOS™ P7,3.5 V,37 mΩ,121 nC,4.56 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza60r037p7-ds-en.pdf,3 V,4 V,,,,
IPZA60R060P7,https://www.infineon.com/part/IPZA60R060P7,https://www.infineon.com/package/PG-TO247-4-3,active,IPZA60R060P7XKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,600 V,48 A,CoolMOS™ P7,3.5 V,60 mΩ,67 nC,2.8 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza60r060p7-ds-en.pdf,3 V,4 V,,,,
IPZA60R080P7,https://www.infineon.com/part/IPZA60R080P7,https://www.infineon.com/package/PG-TO247-4-3,active,IPZA60R080P7XKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,600 V,37 A,CoolMOS™ P7,3.5 V,80 mΩ,51 nC,2.38 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza60r080p7-ds-en.pdf,3 V,4 V,,,,
IPZA60R099P7,https://www.infineon.com/part/IPZA60R099P7,https://www.infineon.com/package/PG-TO247-4-3,active,IPZA60R099P7XKSA1,PG-TO247-4,TO247 4-pin (asymmetric leads),Industrial,600 V,31 A,CoolMOS™ P7,3.5 V,99 mΩ,45 nC,2.06 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipza60r099p7-ds-en.pdf,3 V,4 V,,,,
IPDD60R050G7,https://www.infineon.com/part/IPDD60R050G7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R050G7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,47 A,CoolMOS™ G7,3.5 V,50 mΩ,68 nC,3.86 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r050g7-datasheet-en.pdf,3 V,4 V,,,,
IPDD60R080G7,https://www.infineon.com/part/IPDD60R080G7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R080G7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,29 A,CoolMOS™ G7,3.5 V,80 mΩ,42 nC,2.53 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r080g7-datasheet-en.pdf,3 V,4 V,,,,
IPDD60R125G7,https://www.infineon.com/part/IPDD60R125G7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R125G7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,20 A,CoolMOS™ G7,3.5 V,125 mΩ,27 nC,1.5 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r125g7-datasheet-en.pdf,3 V,4 V,,,,
IPDD60R190G7,https://www.infineon.com/part/IPDD60R190G7,https://www.infineon.com/package/PG-HDSOP-10-1,active,IPDD60R190G7XTMA1,PG-HDSOP-10,D-DPAK,Industrial,600 V,13 A,CoolMOS™ G7,3.5 V,190 mΩ,18 nC,0.93 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipdd60r190g7-datasheet-en.pdf,3 V,4 V,,,,
IPW60R040CFD7,https://www.infineon.com/part/IPW60R040CFD7,https://www.infineon.com/package/PG-TO247-3-41,active,IPW60R040CFD7XKSA1,PG-TO247-3,TO247,Industrial,600 V,50 A,CoolMOS™ CFD7,4 V,40 mΩ,109 nC,3.71 ,N,https://www.infineon.com/assets/row/public/documents/24/49/infineon-ipw60r040cfd7-ds-en.pdf,3.5 V,4.5 V,,,,
