Product,Data Sheet,Product Status,OPN,Standard Package name,Qualification,VDS max [V],RDS (on) @10V max [Ω],ID  @25°C max [A],Technology,Topology,VGS(th) [V],VGS(th) min [V],VGS(th) max [V],RDS (on) @4.5V max [Ω],QG typ @10V [C],QG typ @10V max [C],QG typ @4.5V [C],QG typ @4.5V max [C],Online Simulation,Simulation Model,Driver Selection,Budgetary Price €/1k,Polarity
IPB019N08N5,https://www.infineon.com/dgdl/Infineon-IPB019N08N5-DS-v02_00-EN.pdf?fileId=5546d462636cc8fb0163cf77bd7313c8,active,IPB019N08N5ATMA1,D2PAK 7-pin,Industrial,80,1.95,180,OptiMOS™ 5,,3,2.2,3.8,,99,,,,,/cms/en/product/power/mosfet/n-channel/ipb019n08n5/#!simulation,5546d4694909da48014909dc0bb301f2= IPB019N08N5 |5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=80.0,1.91,N
IPW60R041P6,https://www.infineon.com/dgdl/Infineon-IPW60R041P6-DS-v02_00-en.pdf?fileId=5546d461464245d3014694fd2814695e,active,IPW60R041P6FKSA1,TO247,Industrial,600,41,77.5,CoolMOS™ P6,"Boost_x000d_
Buck_x000d_
Flyback_x000d_
Forward (Single, TTF, others)_x000d_
Half Bridge_x000d_
LLC",4,3.5,4.5,,170,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_450V.tsc&act=change.U.Infineon.IPW60R041P6_L0,/cms/en/product/power/mosfet/n-channel/500v-950v/ipw60r041p6/#!simulation,5546d4694909da48014909dc094d01c8=600.0|5546d4694909da48014909dc0bb301f2=IPW60R041P6|5546d4694909da48014909dc0f5e0238=MOSFET,6.14,N
IRF7451,https://www.infineon.com/dgdl/Infineon-IRF7451-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355fb3b531be4,active,IRF7451TRPBF,SO-8,Standard,150,90,3.6,IR MOSFET™,,4.25,3,5.5,,28,,,,,/cms/en/product/power/mosfet/n-channel/irf7451/#!simulation,5546d4694909da48014909dc094d01c8=150.0,0.38,N
IPA60R180P7S,https://www.infineon.com/dgdl/Infineon-IPA60R180P7S-DataSheet-v02_02-EN.pdf?fileId=5546d4625cc9456a015d560059430feb,active,IPA60R180P7SXKSA1,TO-220 FullPAK,Standard,600,180,18,CoolMOS™ P7,"LLC_x000d_
PFC",3.5,3,4,,25,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipa60r180p7s/#!simulation,5546d4694909da48014909dc0bb301f2= IPA60R180P7S|5546d4624933b8750149389ffe5222e1=11.0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,0.64,N
IAUC120N04S6L012,https://www.infineon.com/dgdl/Infineon-IAUC120N04S6L012-DataSheet-v01_00-EN.pdf?fileId=5546d4626afcd350016b1ca3c0351219,active,IAUC120N04S6L012ATMA1,Single SSO8,Automotive,40,1.2,120,OptiMOS™-6,,,1.2,2,,,60.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/iauc120n04s6l012/#!simulation,5546d4694909da48014909dc094d01c8=40.0,,N
BSZ0503NSI,https://www.infineon.com/dgdl/Infineon-BSZ0503NSI-DataSheet-v02_02-EN.pdf?fileId=5546d4624f205c9a014f3c2d37301ce7,active,BSZ0503NSIATMA1,PQFN 3x3,Industrial,30,3.4,82,OptiMOS™ 5,,1.85,1.2,2,4.2,15,,7.1,,,/cms/en/product/power/mosfet/n-channel/bsz0503nsi/#!simulation,5546d4694909da48014909dc0bb301f2=BSZ0503NSI|5546d4624933b8750149389ffe5222e1=1.4|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=30.0,0.42,N
BSZ160N10NS3 G,https://www.infineon.com/dgdl/Infineon-BSZ160N10NS3 G-DS-v02_01-EN.pdf?fileId=db3a304320896aa20120c3365eef2370,active,BSZ160N10NS3GATMA1,PQFN 3x3,Industrial,100,16,40,OptiMOS™ 3,,2.8,2,3.5,,19,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSZ160N10NS3_L0,/cms/en/product/power/mosfet/n-channel/bsz160n10ns3-g/#!simulation,5546d4694909da48014909dc094d01c8=100.0|5546d4694909da48014909dc0bb301f2=BSZ160N10NS3 G|5546d4694909da48014909dc0f5e0238=MOSFET,0.47,N
BSC047N08NS3 G,https://www.infineon.com/dgdl/Infineon-BSC047N08NS3 G-DataSheet-v02_08-EN.pdf?fileId=db3a30431add1d95011ae7e8dacf5611,active,BSC047N08NS3GATMA1,SuperSO8 5x6,Industrial,80,4.7,100,OptiMOS™ 3,,2.8,2,3.5,,52,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSC047N08NS3_L0,/cms/en/product/power/mosfet/n-channel/bsc047n08ns3-g/#!simulation,5546d4694909da48014909dc094d01c8=80.0|5546d4694909da48014909dc0bb301f2=BSC047N08NS3 G|5546d4694909da48014909dc0f5e0238=MOSFET,0.86,N
IPP147N12N3 G,https://www.infineon.com/dgdl/Infineon-IPP_I_B147N12N3_G-DS-v02_06-en.pdf?fileId=db3a30432239cccd0122a79a30f57d01,active,IPP147N12N3GXKSA1,TO220,Industrial,120,14.7,56,OptiMOS™ 3,,3,2,4,,37,,,,,/cms/en/product/power/mosfet/n-channel/ipp147n12n3-g/#!simulation,5546d4694909da48014909dc094d01c8=120.0|5546d4694909da48014909dc0bb301f2=IPP147N12N3 G|5546d4694909da48014909dc0f5e0238=MOSFET,0.65,N
ISZ0702NLS,https://www.infineon.com/dgdl/Infineon-ISZ0702NLS-DataSheet-v02_00-EN.pdf?fileId=5546d46278d64ffd0178fd7e5c9c6e0d,active,ISZ0702NLSATMA1,PQFN 3.3 x 3.3,Standard,60,4.5,86,OptiMOS™ 5,,1.6,1.1,2.3,5.6,29,,15,,,/cms/en/product/power/mosfet/n-channel/isz0702nls/#!simulation,,0.39,N
BSC035N10NS5,https://www.infineon.com/dgdl/Infineon-BSC035N10NS5-DataSheet-v02_05-EN.pdf?fileId=5546d4624ad04ef9014ae8b5f3bc1b6f,active,BSC035N10NS5ATMA1,SuperSO8,Industrial,100,3.5,100,OptiMOS™ 5,,3,2.2,3.8,,70,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSC035N10NS5_L0,/cms/en/product/power/mosfet/n-channel/bsc035n10ns5/#!simulation,5546d4694909da48014909dc0bb301f2=BSC035N10NS5|5546d4694909da48014909dc094d01c8=100.0,1.15,N
IRF530NS,https://www.infineon.com/dgdl/Infineon-IRF530NS-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355e38eb4199c,active,IRF530NSTRLPBF,D2PAK,Standard,100,90,17,IR MOSFET™,,3,2,4,,24.7,,,,,/cms/en/product/power/mosfet/n-channel/irf530ns/#!simulation,5546d4694909da48014909dc094d01c8=100.0,0.3,N
IPD060N03L G,https://www.infineon.com/dgdl/Infineon-IPD060N03L G-DataSheet-v02_02-EN.pdf?fileId=db3a30432313ff5e01239e4d33a3702f,active,IPD060N03LGATMA1,DPAK,Industrial,30,6,50,OptiMOS™ 3,,,1,2.2,9,22,,10.8,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_24V.tsc&act=change.U.Infineon.IPD060N03L_L0,/cms/en/product/power/mosfet/n-channel/ipd060n03l-g/#!simulation,5546d4694909da48014909dc094d01c8=30.0|5546d4694909da48014909dc0bb301f2=IPD060N03L G|5546d4694909da48014909dc0f5e0238=MOSFET,0.26,N
IRF7105,https://www.infineon.com/dgdl/Infineon-IRF7105-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355f118ff1ad0,active,IRF7105TRPBF,SO-8,Standard,"25_x000d_
-25","100_x000d_
250","3.5_x000d_
-2.3",IR MOSFET™,,,"-1_x000d_
1","-3_x000d_
3","160_x000d_
400","9.4_x000d_
10",,,,,,5546d4694909da48014909dc094d01c8=25.0|5546d4694909da48014909dc094d01c8=-25.0,0.15,N+P
IPP70N12S3-11,https://www.infineon.com/dgdl/Infineon-IPP_B_I70N12S3-11-Data-Sheet-02-Infineon-DataSheet-v01_01-EN.pdf?fileId=5546d462584d1d4a0158baf9c67f7fff,active,IPP70N12S311AKSA2,TO220,Automotive,120,11.3,70,OptiMOS™-T,,,2,4,,,51.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipp70n12s3-11/#!simulation,5546d4694909da48014909dc094d01c8=120.0,1.04,N
IPD60R210PFD7S,https://www.infineon.com/dgdl/Infineon-IPD60R210PFD7S-DataSheet-v02_00-EN.pdf?fileId=5546d4626df6ee62016e226717c7674a,active,IPD60R210PFD7SAUMA1,DPAK,Standard,600,210,16,CoolMOS™ PFD7,"Flyback - FFR_x000d_
Active Clamp_x000d_
Hybrid LLC-Lighting",4,3.5,4.5,,,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipd60r210pfd7s/#!simulation,,0.63,N
IRFH8324,https://www.infineon.com/dgdl/Infineon-IRFH8324-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153561fb3581f1a,active,IRFH8324TRPBF,SuperSO8 5x6,Standard,30,4.1,90,StrongIRFET™,,1.8,1.35,2.35,6.3,,,14,,,/cms/en/product/power/mosfet/n-channel/irfh8324/#!simulation,5546d4694909da48014909dc094d01c8=30.0,0.23,N
IPP045N10N3 G,https://www.infineon.com/dgdl/Infineon-IPP045N10N3 G-DataSheet-v02_09-EN.pdf?fileId=5546d4625d5945ed015d9885241104ce,active,IPP045N10N3GXKSA1,TO220,Industrial,100,4.5,137,OptiMOS™ 3,,2.7,2,3.5,,88,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.IPP045N10N3_L0,/cms/en/product/power/mosfet/n-channel/ipp045n10n3-g/#!simulation,5546d4694909da48014909dc094d01c8=100.0|5546d4694909da48014909dc0bb301f2=IPP045N10N3 G|5546d4694909da48014909dc0f5e0238=MOSFET,1.24,N
IRFR120N,https://www.infineon.com/dgdl/Infineon-IRFR120N-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153562d2620204d,active,IRFR120NTRPBF,DPAK,Standard,100,"210_x000d_
210","9.4_x000d_
9.4","IR MOSFET™_x000d_
IR MOSFET™",,"3_x000d_
3","2_x000d_
2","4_x000d_
4",,"16.7_x000d_
16.7",,,,,/cms/en/product/power/mosfet/n-channel/irfr120n/#!simulation,5546d4694909da48014909dc094d01c8=100.0,0.19,N
IPD180N10N3 G,https://www.infineon.com/dgdl/Infineon-IPD180N10N3_G-DS-v02_03-en.pdf?fileId=db3a30432239cccd01226070a4bb7fb9,active,IPD180N10N3GATMA1,DPAK,Industrial,100,18,43,OptiMOS™ 3,,2.7,2,3.5,,19,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.IPD180N10N3_L0,/cms/en/product/power/mosfet/n-channel/ipd180n10n3-g/#!simulation,5546d4694909da48014909dc094d01c8=100.0|5546d4694909da48014909dc0bb301f2=IPD180N10N3 G|5546d4694909da48014909dc0f5e0238=MOSFET,0.41,N
BSZ520N15NS3 G,https://www.infineon.com/dgdl/Infineon-BSZ520N15NS3-DS-v02_02-en.pdf?fileId=db3a30432662379201266a0dd612226c,active,BSZ520N15NS3GATMA1,PQFN 3x3,Industrial,150,52,21,OptiMOS™ 3,,3,2,4,,8.7,,,,,/cms/en/product/power/mosfet/n-channel/bsz520n15ns3-g/#!simulation,5546d4694909da48014909dc094d01c8=150.0|5546d4694909da48014909dc0bb301f2=BSZ520N15NS3 G|5546d4694909da48014909dc0f5e0238=MOSFET,0.45,N
IQE065N10NM5CG,https://www.infineon.com/dgdl/Infineon-IQE065N10NM5CG-DataSheet-v02_01-EN.pdf?fileId=5546d46278d64ffd01791c9c40eb0db8,active,IQE065N10NM5CGATMA1,PQFN 3.3x3.3 Source-Down,Industrial,100,6.5,85,OptiMOS™ 5,,3,2.2,3.8,,34,,,,,,,0.97,N
IPL60R210P6,https://www.infineon.com/dgdl/Infineon-IPL60R210P6-DS-v02_01-EN.pdf?fileId=5546d4614755559a0147914e48e3616b,active,IPL60R210P6AUMA1,Thin-PAK 8x8,Industrial,600,210,19.2,CoolMOS™ P6,"Boost_x000d_
Buck_x000d_
Flyback_x000d_
Forward (Single, TTF, others)_x000d_
Half Bridge_x000d_
LLC",4,3.5,4.5,,37,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipl60r210p6/#!simulation,5546d4694909da48014909dc094d01c8=600.0|5546d4694909da48014909dc0bb301f2=IPL60R210P6|5546d4694909da48014909dc0f5e0238=MOSFET,1.18,N
IRF7319,https://www.infineon.com/dgdl/Infineon-IRF7319-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355f5c82f1b41,active,IRF7319TRPBF,SO-8,Standard,"30_x000d_
-30","29_x000d_
58","6.5_x000d_
-4.9",IR MOSFET™,,,"-1_x000d_
1",,"46_x000d_
98","22_x000d_
23",,,,,,5546d4694909da48014909dc094d01c8=30.0|5546d4694909da48014909dc094d01c8=-30.0,0.28,N+P
IRF1010E,https://www.infineon.com/dgdl/Infineon-IRF1010E-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355da5fa41883,active,IRF1010EPBF,TO220,Standard,60,12,84,IR MOSFET™,,3,2,4,,86.6,,,,,/cms/en/product/power/mosfet/n-channel/irf1010e/#!simulation,5546d4694909da48014909dc094d01c8=60.0,0.45,N
IRF7493,https://www.infineon.com/dgdl/Infineon-IRF7493-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355ffcce21c40,active,IRF7493TRPBF,SO-8,Standard,80,15,9.3,IR MOSFET™,,3,2,4,,35,,,,,/cms/en/product/power/mosfet/n-channel/irf7493/#!simulation,5546d4694909da48014909dc094d01c8=80.0,0.35,N
IRL40SC228,https://www.infineon.com/dgdl/Infineon-IRL40SC228-DS-v01_02-EN.pdf?fileId=5546d462566bd0c701567ece08d03664,active,IRL40SC228,D2PAK 7-pin,,40,0.65,360,StrongIRFET™,,1.7,1,2.4,0.9,,,205,,,/cms/en/product/power/mosfet/n-channel/irl40sc228/#!simulation,5546d4694909da48014909dc0bb301f2= IRL40SC228|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=40.0|5546d4624933b8750149389ffe5222e1=2.2,1.78,N
IRF5305,https://www.infineon.com/dgdl/Infineon-IRF5305-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355e370101993,active,IRF5305PBF,TO220,Standard,-55,60,-31,IR MOSFET™,,-3,-2,-4,,42,,,,,/cms/en/product/power/mosfet/p-channel/irf5305/#!simulation,5546d4694909da48014909dc094d01c8=-55.0,0.41,P
IRFH8318,https://www.infineon.com/dgdl/Infineon-IRFH8318-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153561fa4111f16,active,IRFH8318TRPBF,SuperSO8 5x6,Standard,30,3.1,120,StrongIRFET™,,1.8,1.35,2.35,4.6,,,19,,,/cms/en/product/power/mosfet/n-channel/irfh8318/#!simulation,5546d4694909da48014909dc094d01c8=30.0,0.25,N
IPA075N15N3 G,https://www.infineon.com/dgdl/Infineon-IPA075N15N3_G-DS-v02_02-en.pdf?fileId=db3a304325afd6e0012627a00c6821de,active,IPA075N15N3GXKSA1,TO-220 FullPAK,Industrial,150,7.5,43,OptiMOS™ 3,,3,2,4,,70,,,,,/cms/en/product/power/mosfet/n-channel/ipa075n15n3-g/#!simulation,5546d4694909da48014909dc094d01c8=150.0|5546d4694909da48014909dc0bb301f2=IPA075N15N3 G|5546d4694909da48014909dc0f5e0238=MOSFET,2.57,N
IPP083N10N5,https://www.infineon.com/dgdl/Infineon-IPP083N10N5-DS-v02_01-EN.pdf?fileId=5546d4624a75e5f1014ac56a3779202b,active,IPP083N10N5AKSA1,TO220,Industrial,100,8.3,73,OptiMOS™ 5,,3,2.2,3.8,,30,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.IPP083N10N5_L0,/cms/en/product/power/mosfet/n-channel/ipp083n10n5/#!simulation,5546d4694909da48014909dc0bb301f2=IPP083N10N5|5546d4694909da48014909dc094d01c8=100.0|5546d4694909da48014909dc0f5e0238=MOSFET,0.68,N
IPD046N08N5,https://www.infineon.com/dgdl/Infineon-IPD046N08N5-DataSheet-v02_01-EN.pdf?fileId=5546d4625b3ca4ec015b6137129a66ed,active,IPD046N08N5ATMA1,DPAK,Industrial,80,4.6,90,OptiMOS™ 5,,3,2.2,3.8,,42,,,,,/cms/en/product/power/mosfet/n-channel/ipd046n08n5/#!simulation,5546d4694909da48014909dc0bb301f2=IPD046N08N5 |5546d4624933b8750149389ffe5222e1=1.1|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=80.0,0.87,N
IPT60R102G7,https://www.infineon.com/dgdl/Infineon-IPT60R102G7-DataSheet-v02_01-EN.pdf?fileId=5546d46259d9a4bf015a13e7ed8b0e2a,active,IPT60R102G7XTMA1,TOLL,Industrial,600,102,23,CoolMOS™ G7,,3.5,3,4,,34,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipt60r102g7/#!simulation,5546d4694909da48014909dc0bb301f2=IPT60R102G7|5546d4624933b8750149389ffe5222e1=0.8|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,2.03,N
IRF9530N,https://www.infineon.com/dgdl/Infineon-IRF9530N-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535611b9931dc1,active,IRF9530NPBF,TO220,Standard,-100,200,-14,IR MOSFET™,,-3,-2,-4,,38.7,,,,,/cms/en/product/power/mosfet/p-channel/irf9530n/#!simulation,5546d4694909da48014909dc094d01c8=-100.0,0.35,P
IPP075N15N3 G,,active,IPP075N15N3GXKSA1,TO220,Industrial,150,7.5,100,OptiMOS™ 3,,3,2,4,,70,,,,,/cms/en/product/power/mosfet/n-channel/ipp075n15n3-g/#!simulation,5546d4694909da48014909dc094d01c8=150.0|5546d4694909da48014909dc0bb301f2=IPP075N15N3 G|5546d4694909da48014909dc0f5e0238=MOSFET,1.84,N
IPDD60R050G7,https://www.infineon.com/dgdl/Infineon-IPDD60R050G7-DataSheet-v02_02-EN.pdf?fileId=5546d4626102d35a0161707eb2f97810,active,IPDD60R050G7XTMA1,D-DPAK,Industrial,600,50,47,CoolMOS™ G7,,3.5,3,4,,68,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipdd60r050g7/#!simulation,5546d4694909da48014909dc0bb301f2=IPDD60R050G7|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,4.07,N
IAUC120N04S6N006,https://www.infineon.com/dgdl/Infineon-IAUC120N04S6N006-DataSheet-v01_00-EN.pdf?fileId=5546d46275b79adb0175e120b4b310b3,active,IAUC120N04S6N006ATMA1,Single SSO8,Automotive,40,0.6,120,OptiMOS™-6,,,2.2,3,,,116.0,,,,,,,N
IRF7303,https://www.infineon.com/dgdl/Infineon-IRF7303-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355f1c70a1afc,active,IRF7303TRPBF,SO-8,Standard,30,50,5.3,IR MOSFET™,,,1,,80,16.7,,,,,,5546d4694909da48014909dc094d01c8=30.0,0.2,N+N
IPB65R660CFDA,https://www.infineon.com/dgdl/Infineon-IPX65R660CFDA-DS-v02_03-EN.pdf?fileId=db3a304336797ff90136bb242dbe2692,active,IPB65R660CFDAATMA1,D2PAK,Automotive,650,660,6,CoolMOS™ CFDA,Full Bridge,,3.5,4.5,,,20.0,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_450V.tsc&act=change.U.Infineon.IPB65R660CFDA_L0,/cms/en/product/power/mosfet/automotive-mosfet/ipb65r660cfda/#!simulation,5546d4694909da48014909dc0bb301f2=IPB65R660CFDA|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4624933b8750149389ffe5222e1=10.0|5546d4624933b8750149389ffe5222e1=5.0|5546d4624933b8750149389ffe6022e2=6.5|5546d4694909da48014909dc094d01c8=650.0,0.93,N
IPDD60R105CFD7,https://www.infineon.com/dgdl/Infineon-IPDD60R105CFD7-DataSheet-v02_00-EN.pdf?fileId=5546d4627506bb3201751c00b00c424e,active,IPDD60R105CFD7XTMA1,D-DPAK,Industrial,600,105,31,CoolMOS™ CFD7,PSFB (Phase shift full Bridge) and LLC,4,3.5,4.5,,36,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipdd60r105cfd7/#!simulation,,1.65,N
SN7002W,https://www.infineon.com/dgdl/Infineon-SN7002W-DataSheet-v02_05-EN.pdf?fileId=db3a3043344adb9d0134569a59ab6195,active,SN7002WH6327XTSA1,SOT-323,Automotive,60,5000,,Small Signal,,,0.8,1.8,,0.23,,,,,/cms/en/product/power/mosfet/small-signal-small-power/sn7002w/#!simulation,5546d4694909da48014909dc094d01c8=60.0|5546d4694909da48014909dc0bb301f2=SN7002W|5546d4694909da48014909dc0f5e0238=MOSFET,0.03,N
IRF9Z34N,https://www.infineon.com/dgdl/Infineon-IRF9Z34N-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153561220af1ddd,active,IRF9Z34NPBF,TO220,Standard,-55,100,-19,IR MOSFET™,,-3,-2,-4,,23.3,,,,,,5546d4694909da48014909dc094d01c8=-55.0,0.28,P
IRFS4410Z,https://www.infineon.com/dgdl/Infineon-IRFS4410Z-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153561644141e3a,active,IRFS4410ZTRLPBF,D2PAK,Standard,100,9,97,IR MOSFET™,,3,2,4,,83,,,,,/cms/en/product/power/mosfet/n-channel/irfs4410z/#!simulation,5546d4694909da48014909dc094d01c8=100.0,1.03,N
IPW65R041CFD,https://www.infineon.com/dgdl/Infineon-IPW65R041CFD-DS-v02_00-en.pdf?fileId=db3a3043337a914d01338408155d60f9,active,IPW65R041CFDFKSA2,TO247,Industrial,650,41,68.5,CoolMOS™ CFD2,"Full Bridge_x000d_
Half Bridge_x000d_
LLC",4,3.5,4.5,,300,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_450V.tsc&act=change.U.Infineon.IPW65R041CFD_L0,/cms/en/product/power/mosfet/n-channel/500v-950v/ipw65r041cfd/#!simulation,5546d4694909da48014909dc094d01c8=650.0|5546d4694909da48014909dc0bb301f2=IPW65R041CFD|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4624933b8750149389ffe5222e1=5.0|5546d4624933b8750149389ffe6022e2=0.7,7,N
IRLU024N,https://www.infineon.com/dgdl/Infineon-IRLR024N-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015356694f7f265d,active,IRLU024NPBF,IPAK,Standard,55,65,17,IR MOSFET™,,1.5,1,2,110,,,10,,,/cms/en/product/power/mosfet/n-channel/irlu024n/#!simulation,5546d4694909da48014909dc094d01c8=55.0,0.24,N
IPLK60R600PFD7,https://www.infineon.com/dgdl/Infineon-IPLK60R600PFD7-DataSheet-v02_00-EN.pdf?fileId=5546d4626fc1ce0b016fd749ad343d86,active,IPLK60R600PFD7ATMA1,Thin-PAK 5x6,Industrial,600,600,7,CoolMOS™ PFD7,"ZVS flyback_x000d_
Active Clamp Flyback_x000d_
LLC_x000d_
B6 Inverter for low power motor drives",4,3.5,4.5,,8.5,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/iplk60r600pfd7/#!simulation,,0.42,N
IRF1405S,https://www.infineon.com/dgdl/Infineon-IRF1405S-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355db101d18bd,active,IRF1405STRLPBF,D2PAK,Standard,55,5.3,131,IR MOSFET™,,3,2,4,,170,,,,,,5546d4694909da48014909dc094d01c8=55.0,0.81,N
IRFP3077,https://www.infineon.com/dgdl/Infineon-IRFP3077-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535628cd701fee,"active_x000d_
active","IRFP3077PBF_x000d_
IRFP3077PBFXKMA1",TO247,Standard,75,3.3,200,IR MOSFET™,,3,2,4,,160,,,,,,5546d4694909da48014909dc094d01c8=75.0,1.55,N
AUIRF540Z,https://www.infineon.com/dgdl/Infineon-AUIRF540Z-DS-v01_02-EN.pdf?fileId=5546d462533600a4015355ace0a513c5,active,AUIRF540ZXKMA1,TO220,Automotive,100,26.5,36,Gen 10.2,,,2,4,,,42.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/auirf540z/#!simulation,5546d4694909da48014909dc094d01c8=100.0,1.38,N
IPG20N04S4-12,https://www.infineon.com/dgdl/Infineon-IPG20N04S4-12-DataSheet-v01_01-EN.pdf?fileId=db3a30432ba3fa6f012bbf60c03c6c05,active,IPG20N04S412ATMA1,Dual SSO8,Automotive,40,12.2,20,OptiMOS™-T2,,,2,4,,,14.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipg20n04s4-12/#!simulation,5546d4694909da48014909dc0bb301f2=IPG20N04S4-12|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=40.0,0.4,N+N
IRFB4620,https://www.infineon.com/dgdl/Infineon-IRFB4620-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535616630a1e44,active,IRFB4620PBF,TO220,Standard,200,72.5,25,IR MOSFET™,,4,3,5,,25,,,,,/cms/en/product/power/mosfet/n-channel/irfb4620/#!simulation,5546d4694909da48014909dc094d01c8=200.0,1.04,N
IRFU3607,https://www.infineon.com/dgdl/Infineon-IRFR3607-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535631463620a7,active,IRFU3607PBF,IPAK,Standard,75,9,80,IR MOSFET™,,3,2,4,,56,,,,,/cms/en/product/power/mosfet/n-channel/irfu3607/#!simulation,5546d4694909da48014909dc094d01c8=75.0,0.43,N
IAUC120N04S6N008,https://www.infineon.com/dgdl/Infineon-IAUC120N04S6N008-DataSheet-v01_00-EN.pdf?fileId=5546d4627762291e017787c58f5506a7,active,IAUC120N04S6N008ATMA1,Single SSO8,Automotive,40,0.8,120,OptiMOS™-6,,2.6,2.2,3,,,83.0,,,,,,,N
IRF5802,https://www.infineon.com/dgdl/Infineon-IRF5802-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015355e3d4d319b2,active,IRF5802TRPBF,TSOP-6,Standard,150,1200,0.9,IR MOSFET™,,4.25,3,5.5,,4.5,,,,,/cms/en/product/power/mosfet/n-channel/irf5802/#!simulation,5546d4694909da48014909dc094d01c8=150.0,0.12,N
